"indicator","measure","Unit","Date","Value"
"Agriculture","N'Million","N'million","2015Q1","466381.34101969"
"Agriculture","N'Million","N'million","2015Q2","484947.8044158"
"Agriculture","N'Million","N'million","2015Q3","469924.38344257"
"Agriculture","N'Million","N'million","2015Q4","449307.28689471"
"Agriculture","N'Million","N'million","2016Q1","485633.74120468"
"Agriculture","N'Million","N'million","2016Q2","480639.21542912"
"Agriculture","N'Million","N'million","2016Q3","491281.18349994"
"Agriculture","N'Million","N'million","2016Q4","525945.1918737"
"Agriculture","N'Million","N'million","2017Q1","556544.58633674"
"Agriculture","N'Million","N'million","2017Q2","501088.16417134"
"Agriculture","N'Million","N'million","2017Q3","491496.69"
"Agriculture","N'Million","N'million","2017Q4","528243.812673"
"Agriculture","N'Million","N'million","2018Q1","501673.77867752"
"Agriculture","N'Million","N'million","2018Q2","523075.99084569"
"Agriculture","N'Million","N'million","2018Q3","591784.18918612"
"Agriculture","Sectoral Share as a % of Total Credit","%","2015Q1","3.49163576857746"
"Agriculture","Sectoral Share as a % of Total Credit","%","2015Q2","3.61000850261838"
"Agriculture","Sectoral Share as a % of Total Credit","%","2015Q3","3.61094727051352"
"Agriculture","Sectoral Share as a % of Total Credit","%","2015Q4","3.43344223978675"
"Agriculture","Sectoral Share as a % of Total Credit","%","2016Q1","3.67692690434809"
"Agriculture","Sectoral Share as a % of Total Credit","%","2016Q2","3.09342330803984"
"Agriculture","Sectoral Share as a % of Total Credit","%","2016Q3","3.03539110263284"
"Agriculture","Sectoral Share as a % of Total Credit","%","2016Q4","3.26323680214264"
"Agriculture","Sectoral Share as a % of Total Credit","%","2017Q1","3.47786312642632"
"Agriculture","Sectoral Share as a % of Total Credit","%","2017Q2","3.18949688811574"
"Agriculture","Sectoral Share as a % of Total Credit","%","2017Q3","3.10576560224985"
"Agriculture","Sectoral Share as a % of Total Credit","%","2017Q4","3.35593306374967"
"Agriculture","Sectoral Share as a % of Total Credit","%","2018Q1","3.21487175372361"
"Agriculture","Sectoral Share as a % of Total Credit","%","2018Q2","3.40967501341521"
"Agriculture","Sectoral Share as a % of Total Credit","%","2018Q3","3.795932686991"
"Transportation & Storage","N'Million","N'million","2015Q1","458442.91101353"
"Transportation & Storage","N'Million","N'million","2015Q2","413138.37415603"
"Transportation & Storage","N'Million","N'million","2015Q3","420878.3291308"
"Transportation & Storage","N'Million","N'million","2015Q4","420608.69773237"
"Transportation & Storage","N'Million","N'million","2016Q1","389545.46145368"
"Transportation & Storage","N'Million","N'million","2016Q2","456889.25114382"
"Transportation & Storage","N'Million","N'million","2016Q3","459224.34109591"
"Transportation & Storage","N'Million","N'million","2016Q4","450755.68715679"
"Transportation & Storage","N'Million","N'million","2017Q1","431941.49160349"
"Transportation & Storage","N'Million","N'million","2017Q2","403147.52507338"
"Transportation & Storage","N'Million","N'million","2017Q3","373260.09"
"Transportation & Storage","N'Million","N'million","2017Q4","332087.49443932"
"Transportation & Storage","N'Million","N'million","2018Q1","291673.36243441"
"Transportation & Storage","N'Million","N'million","2018Q2","304446.48520245"
"Transportation & Storage","N'Million","N'million","2018Q3","311463.91844907"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2015Q1","3.43220348920013"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2015Q2","3.07545065650494"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2015Q3","3.23407234725645"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2015Q4","3.21413809955509"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2016Q1","2.94940418293968"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2016Q2","2.94056708922368"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2016Q3","2.83732722907171"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2016Q4","2.79672211065361"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2017Q1","2.69921480381165"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2017Q2","2.56609089699719"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2017Q3","2.35862900361482"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2017Q4","2.10975192876814"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2018Q1","1.86912789557361"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2018Q2","1.98453683916667"
"Transportation & Storage","Sectoral Share as a % of Total Credit","%","2018Q3","1.99785004476908"
"Finance, Insurance and Capital Market","N'Million","N'million","2015Q1","757275.46617036"
"Finance, Insurance and Capital Market","N'Million","N'million","2015Q2","811924.98920004"
"Finance, Insurance and Capital Market","N'Million","N'million","2015Q3","790241.68370013"
"Finance, Insurance and Capital Market","N'Million","N'million","2015Q4","791381.9606867"
"Finance, Insurance and Capital Market","N'Million","N'million","2016Q1","763054.67064188"
"Finance, Insurance and Capital Market","N'Million","N'million","2016Q2","856276.90877179"
"Finance, Insurance and Capital Market","N'Million","N'million","2016Q3","933341.92879611"
"Finance, Insurance and Capital Market","N'Million","N'million","2016Q4","937424.49342918"
"Finance, Insurance and Capital Market","N'Million","N'million","2017Q1","943452.99923525"
"Finance, Insurance and Capital Market","N'Million","N'million","2017Q2","909862.88245346"
"Finance, Insurance and Capital Market","N'Million","N'million","2017Q3","916848.46"
"Finance, Insurance and Capital Market","N'Million","N'million","2017Q4","1125903.33311204"
"Finance, Insurance and Capital Market","N'Million","N'million","2018Q1","999491.89158305"
"Finance, Insurance and Capital Market","N'Million","N'million","2018Q2","991217.4311144"
"Finance, Insurance and Capital Market","N'Million","N'million","2018Q3","1056045.3618406"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2015Q1","5.66945945685887"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2015Q2","6.04406512991933"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2015Q3","6.07229833425259"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2015Q4","6.04745200196076"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2016Q1","5.7773914988108"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2016Q2","5.51105041515611"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2016Q3","5.76667269484835"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2016Q4","5.8162678420732"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2017Q1","5.89566492624418"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2017Q2","5.79140566410391"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2017Q3","5.79356172173559"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2017Q4","7.15286413494755"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2018Q1","6.40503527769911"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2018Q2","6.461258721258"
"Finance, Insurance and Capital Market","Sectoral Share as a % of Total Credit","%","2018Q3","6.77388342103074"
"Trade/General Commerce","N'Million","N'million","2015Q1","1250693.77732797"
"Trade/General Commerce","N'Million","N'million","2015Q2","1058732.10660125"
"Trade/General Commerce","N'Million","N'million","2015Q3","1029996.28681154"
"Trade/General Commerce","N'Million","N'million","2015Q4","985693.67361213"
"Trade/General Commerce","N'Million","N'million","2016Q1","950542.64119581"
"Trade/General Commerce","N'Million","N'million","2016Q2","1020014.60510231"
"Trade/General Commerce","N'Million","N'million","2016Q3","973006.5925262"
"Trade/General Commerce","N'Million","N'million","2016Q4","984899.20775123"
"Trade/General Commerce","N'Million","N'million","2017Q1","953092.55236604"
"Trade/General Commerce","N'Million","N'million","2017Q2","960049.10986001"
"Trade/General Commerce","N'Million","N'million","2017Q3","954231.99"
"Trade/General Commerce","N'Million","N'million","2017Q4","1023775.54395081"
"Trade/General Commerce","N'Million","N'million","2018Q1","1054005.65232474"
"Trade/General Commerce","N'Million","N'million","2018Q2","1044359.31358595"
"Trade/General Commerce","N'Million","N'million","2018Q3","1073709.56146714"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2015Q1","9.36351166817205"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2015Q2","7.88132634486272"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2015Q3","7.91459735129009"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2015Q4","7.53231116695318"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2016Q1","7.19693776316481"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2016Q2","6.56487621624344"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2016Q3","6.01174165213573"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2016Q4","6.11082559702673"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2017Q1","5.95590277099525"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2017Q2","6.11084808478884"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2017Q3","6.02978809706413"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2017Q4","6.50404626685074"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2018Q1","6.75437534099622"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2018Q2","6.80766450550387"
"Trade/General Commerce","Sectoral Share as a % of Total Credit","%","2018Q3","6.88718842981127"
"Contract Staff","Number","Number","2016Q1","22576"
"Contract Staff","Number","Number","2016Q2","21403"
"Contract Staff","Number","Number","2016Q3","23221"
"Contract Staff","Number","Number","2016Q4","20472"
"Contract Staff","Number","Number","2017Q1","20237"
"Contract Staff","Number","Number","2017Q2","21837"
"Contract Staff","Number","Number","2017Q3","27032"
"Contract Staff","Number","Number","2017Q4","32359"
"Contract Staff","Number","Number","2018Q1","32013"
"Contract Staff","Number","Number","2018Q2","43955"
"Contract Staff","Number","Number","2018Q3","44484"
"Junior Staff","Number","Number","2016Q1","37271"
"Junior Staff","Number","Number","2016Q2","35961"
"Junior Staff","Number","Number","2016Q3","37822"
"Junior Staff","Number","Number","2016Q4","36502"
"Junior Staff","Number","Number","2017Q1","36202"
"Junior Staff","Number","Number","2017Q2","33783"
"Junior Staff","Number","Number","2017Q3","35191"
"Junior Staff","Number","Number","2017Q4","41338"
"Junior Staff","Number","Number","2018Q1","40444"
"Junior Staff","Number","Number","2018Q2","40549"
"Junior Staff","Number","Number","2018Q3","40395"
"Senior Staff","Number","Number","2016Q1","21099"
"Senior Staff","Number","Number","2016Q2","20994"
"Senior Staff","Number","Number","2016Q3","21314"
"Senior Staff","Number","Number","2016Q4","20532"
"Senior Staff","Number","Number","2017Q1","20483"
"Senior Staff","Number","Number","2017Q2","19826"
"Senior Staff","Number","Number","2017Q3","20420"
"Senior Staff","Number","Number","2017Q4","16568"
"Senior Staff","Number","Number","2018Q1","16941"
"Senior Staff","Number","Number","2018Q2","17144"
"Senior Staff","Number","Number","2018Q3","17729"
"Executive Staff","Number","Number","2016Q1","176"
"Executive Staff","Number","Number","2016Q2","175"
"Executive Staff","Number","Number","2016Q3","183"
"Executive Staff","Number","Number","2016Q4","184"
"Executive Staff","Number","Number","2017Q1","174"
"Executive Staff","Number","Number","2017Q2","161"
"Executive Staff","Number","Number","2017Q3","197"
"Executive Staff","Number","Number","2017Q4","188"
"Executive Staff","Number","Number","2018Q1","210"
"Executive Staff","Number","Number","2018Q2","210"
"Executive Staff","Number","Number","2018Q3","213"
"Demand Deposits","N'Million","N'million","2016M12","9451090.91972458"
"Demand Deposits","N'Million","N'million","2017M1","9352283.7860091"
"Demand Deposits","N'Million","N'million","2017M2","8445882.90901215"
"Demand Deposits","N'Million","N'million","2017M3","8573516.25748346"
"Demand Deposits","N'Million","N'million","2017M4","8209102.96613178"
"Demand Deposits","N'Million","N'million","2017M5","8736706.95408446"
"Demand Deposits","N'Million","N'million","2017M6","8713043.4816847"
"Demand Deposits","N'Million","N'million","2017M7","8878523.13592059"
"Demand Deposits","N'Million","N'million","2017M8","8367573.18844381"
"Demand Deposits","N'Million","N'million","2017M9","8628919.99655801"
"Demand Deposits","N'Million","N'million","2017M10","8929288.95090626"
"Demand Deposits","N'Million","N'million","2017M11","8561517.23917954"
"Demand Deposits","N'Million","N'million","2017M12","9253687.37180051"
"Demand Deposits","N'Million","N'million","2018M1","9323111.5436071"
"Demand Deposits","N'Million","N'million","2018M2","9283797.767853"
"Demand Deposits","N'Million","N'million","2018M3","9365598.17214587"
"Demand Deposits","N'Million","N'million","2018M4","9024972.01396113"
"Demand Deposits","N'Million","N'million","2018M5","9648791.06998502"
"Demand Deposits","N'Million","N'million","2018M6","9181207.683981"
"Demand Deposits","N'Million","N'million","2018M7","9199700.00438637"
"Demand Deposits","N'Million","N'million","2018M8","8906602.08261537"
"Demand Deposits","N'Million","N'million","2018M9","9074491.52824622"
"Private  Sector  Deposits at CBN","N'Million","N'million","2016M12","3249402.04146688"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M1","3149161.52682574"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M2","2195893.44684211"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M3","2421173.59437131"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M4","2067402.36529028"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M5","2506402.06276155"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M6","2573820.1411314"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M7","2605144.63621766"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M8","2287080.12303939"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M9","2625212.2914042"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M10","2900003.52321585"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M11","2812485.17421472"
"Private  Sector  Deposits at CBN","N'Million","N'million","2017M12","2834025.27592762"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M1","2915174.8918757"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M2","2671417.18278931"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M3","2779851.31342054"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M4","2455837.04859796"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M5","2945497.85917647"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M6","2970969.92948593"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M7","2931752.1114325"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M8","2878219.35209758"
"Private  Sector  Deposits at CBN","N'Million","N'million","2018M9","2756214.09234746"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2016M12","6180040.99043221"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M1","6184750.21285975"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M2","6226159.58257756"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M3","6131004.79158195"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M4","6113534.64431935"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M5","6202853.38647064"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M6","6114454.21304511"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M7","6247376.05771017"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M8","6060294.27016942"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M9","5980534.48876152"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M10","5998087.73822553"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M11","5725489.40076996"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2017M12","6388651.33278463"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M1","6370930.70882265"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M2","6586803.37001169"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M3","6567434.40967813"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M4","6546338.78764465"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M5","6688088.16180274"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M6","6185622.74756567"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M7","6239070.66202575"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M8","5999206.76884916"
"Private  Sector  Deposits at Commercial Banks","N'Million","N'million","2018M9","6296863.88324507"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2016M12","21647.88782549"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M1","18372.04632361"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M2","23829.87959248"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M3","21337.8715302"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M4","28165.95652215"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M5","27451.50485227"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M6","24769.12750819"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M7","26002.44199276"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M8","20198.795235"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M9","23173.21639229"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M10","31197.68946488"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M11","23542.66419486"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2017M12","31010.76308826"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M1","37005.94290875"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M2","25577.215052"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M3","18312.4490472"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M4","22796.17771852"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M5","15205.04900581"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M6","24615.0069294"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M7","28877.23092812"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M8","29175.96166863"
"Private  Sector  Deposits at Merchant Banks","N'Million","N'million","2018M9","21413.55265369"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2016M12","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M1","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M2","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M3","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M4","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M5","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M6","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M7","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M8","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M9","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M10","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M11","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2017M12","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M1","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M2","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M3","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M4","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M5","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M6","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M7","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M8","0"
"Private  Sector  Deposits at Non Interest Banks","N'Million","N'million","2018M9","0"
"Time and Savings Deposits of:","N'Million","N'million","2016M12","12269942.0959041"
"Time and Savings Deposits of:","N'Million","N'million","2017M1","12113228.0231153"
"Time and Savings Deposits of:","N'Million","N'million","2017M2","12153000.3393772"
"Time and Savings Deposits of:","N'Million","N'million","2017M3","12069736.253283"
"Time and Savings Deposits of:","N'Million","N'million","2017M4","11952561.6366758"
"Time and Savings Deposits of:","N'Million","N'million","2017M5","11790439.2553184"
"Time and Savings Deposits of:","N'Million","N'million","2017M6","11790391.4351193"
"Time and Savings Deposits of:","N'Million","N'million","2017M7","11874338.0266475"
"Time and Savings Deposits of:","N'Million","N'million","2017M8","11960641.2156944"
"Time and Savings Deposits of:","N'Million","N'million","2017M9","11889745.6530273"
"Time and Savings Deposits of:","N'Million","N'million","2017M10","12107555.5202882"
"Time and Savings Deposits of:","N'Million","N'million","2017M11","12196067.7102314"
"Time and Savings Deposits of:","N'Million","N'million","2017M12","12965060.2423763"
"Time and Savings Deposits of:","N'Million","N'million","2018M1","12979143.9575716"
"Time and Savings Deposits of:","N'Million","N'million","2018M2","13213993.7590252"
"Time and Savings Deposits of:","N'Million","N'million","2018M3","13317617.7624127"
"Time and Savings Deposits of:","N'Million","N'million","2018M4","13776804.2754028"
"Time and Savings Deposits of:","N'Million","N'million","2018M5","13867923.7907513"
"Time and Savings Deposits of:","N'Million","N'million","2018M6","14034444.1767695"
"Time and Savings Deposits of:","N'Million","N'million","2018M7","14230292.9337591"
"Time and Savings Deposits of:","N'Million","N'million","2018M8","14335306.069448"
"Time and Savings Deposits of:","N'Million","N'million","2018M9","14523344.7014781"
"Commercial Banks","N'Million","N'million","2016M12","12096630.6918383"
"Commercial Banks","N'Million","N'million","2017M1","11895030.1851036"
"Commercial Banks","N'Million","N'million","2017M2","11942539.7053256"
"Commercial Banks","N'Million","N'million","2017M3","11832687.6147925"
"Commercial Banks","N'Million","N'million","2017M4","11709423.1933365"
"Commercial Banks","N'Million","N'million","2017M5","11530883.2378924"
"Commercial Banks","N'Million","N'million","2017M6","11544873.8494827"
"Commercial Banks","N'Million","N'million","2017M7","11616882.3853287"
"Commercial Banks","N'Million","N'million","2017M8","11709057.1502344"
"Commercial Banks","N'Million","N'million","2017M9","11634218.8665556"
"Commercial Banks","N'Million","N'million","2017M10","11829264.6918039"
"Commercial Banks","N'Million","N'million","2017M11","11927016.785425"
"Commercial Banks","N'Million","N'million","2017M12","12690039.8069745"
"Commercial Banks","N'Million","N'million","2018M1","12755006.7739888"
"Commercial Banks","N'Million","N'million","2018M2","12952473.1842536"
"Commercial Banks","N'Million","N'million","2018M3","13032466.3953775"
"Commercial Banks","N'Million","N'million","2018M4","13468719.5211482"
"Commercial Banks","N'Million","N'million","2018M5","13553866.6730419"
"Commercial Banks","N'Million","N'million","2018M6","13748929.0355312"
"Commercial Banks","N'Million","N'million","2018M7","13946399.625102"
"Commercial Banks","N'Million","N'million","2018M8","14030024.4462433"
"Commercial Banks","N'Million","N'million","2018M9","14226764.3751203"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2016M12","4159884.81317899"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M1","4099382.84120303"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M2","4193548.31602648"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M3","3866280.41663996"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M4","3857728.58385757"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M5","4215251.30993877"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M6","4135410.26616704"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M7","4189549.95553279"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M8","4154677.49654385"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M9","3997041.17115666"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M10","4135602.4240319"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M11","4086295.64809807"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2017M12","4344007.20008591"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M1","4392315.62435249"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M2","4493762.36116547"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M3","4547203.73424286"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M4","4753427.54213266"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M5","4694000.52045113"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M6","4797321.22336884"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M7","4972606.09030585"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M8","4871251.65316531"
"Of Which: Foreign Currency Deposit","N'Million","N'million","2018M9","5011919.46163369"
"Merchant Banks","N'Million","N'million","2016M12","173311.40406581"
